OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
3140445,04092110117,Green Hope High Sch. Cafeteria,2500 Carpenter Upchurch RD ,,CARY,NC,27519,(919) 380-3684,1999/08/12 04:00:00+00,Public School Lunchrooms,1944,-78.86673547,35.80474992,M
3140446,04092110115,Wakefield Elementary Cafeteria,2400 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3565,1999/06/30 04:00:00+00,Public School Lunchrooms,1942,-78.56641546,35.94649395,M
3140447,04092110118,Wakefield Middle Cafeteria,2300 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3530,1999/08/11 04:00:00+00,Public School Lunchrooms,1945,-78.57023779,35.94593622,M
3140448,04092110119,Wakefield High School Cafeteria,2200 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3635,1999/08/12 04:00:00+00,Public School Lunchrooms,1946,-78.56956472,35.94935929,M
3140449,04092110120,Wildwood Forest Elem. Sch. Cafeteria,8401 Wildwood Forest Dr ,,RALEIGH,NC,27616-5700,(919) 713-0600 ext. 24271,1999/08/13 04:00:00+00,Public School Lunchrooms,1947,-78.55112468,35.89352252,M
3140450,04092011955,Pam's Farmhouse Restaurant,5111 Western BLVD ,,RALEIGH,NC,27603,(919) 859-9990,1996/11/07 05:00:00+00,Restaurant,1948,-78.71184422,35.78599343,M
3140451,04092090009,Morrisville Meals On Wheels,922 CHURCH ST,,MORRISVILLE,NC,27560-8729,(919) 467-7186,1994/06/29 04:00:00+00,Elderly Nutrition Sites (catered),1985,-78.84266402,35.85142617,M
3140452,04092110099,Oak Grove Elem. Sch Cafeteria,10401 Penny Rd,,RALEIGH,NC,27606,(919) 387-4490 ext. 22932,1995/07/21 04:00:00+00,Public School Lunchrooms,1993,-78.78318651,35.71359912,M
3140453,04092110100,Weatherstone Elem. Sch. Cafeteria,1000 Olde Weatherstone Way ,,CARY,NC,27513,(919) 380-6985,1995/09/05 04:00:00+00,Public School Lunchrooms,1996,-78.81014089,35.7924439,M
3140454,04092110097,Davis Drive Middle Sch. Cafeteria,2101 DAVIS DR,,CARY,NC,27519-9276,(919) 387-3038,1995/05/01 04:00:00+00,Public School Lunchrooms,2042,-78.85122421,35.77868872,M
3140455,04092090012,Pine Acres Meals On Wheels,402 MCLEAN ST ,,FUQUAY VARINA,NC,27526-1640,(919) 552-5825,1998/07/02 04:00:00+00,Elderly Nutrition Sites (catered),2089,-78.80691399,35.5930488,M
3140456,04092010872,Wake Med Kitchen,3000 NEW BERN AVE,,RALEIGH,NC,27610-1231,(919) 350-8042,1992/02/12 05:00:00+00,Restaurant,2110,-78.58796297,35.78391423,M
3140457,04092020400,Capital Creations Pizza,1842 Wake Forest Rd ,,RALEIGH,NC,27606,(919) 836-8000,1992/02/19 05:00:00+00,Food Stand,2121,-78.62435652,35.80561704,M
3140458,04092011062,Char-Grill,4617 Atlantic Ave,,RALEIGH,NC,27604-8103,(919) 954-9556,1992/03/10 04:00:00+00,Restaurant,2132,-78.60292943,35.84801871,M
3140459,04092011060,Olive Garden,1809 WALNUT ST ,,CARY,NC,27511-9201,(919) 233-9714,1992/03/26 04:00:00+00,Restaurant,2139,-78.74263845,35.76054072,M
3140460,04092011061,Chick-fil-A,1815 WALNUT ST ,,CARY,NC,27511-9201,(919) 233-1691,1992/03/24 04:00:00+00,Restaurant,2140,-78.74236633,35.76001857,M
3140461,04092013841,Humble Pie,317 S Harrington St ,,RALEIGH,NC,27603,(919) 829-9222,2003/07/02 04:00:00+00,Restaurant,2157,-78.64497521,35.77631688,M
3140462,04092021208,Turn House,5107 Linksland Dr ,,HOLLY SPRINGS,NC,27540,(919) 557-6100,2003/07/11 04:00:00+00,Food Stand,2161,-78.80138378,35.65562891,M
3140463,04092013867,Chili's Grill And Bar #953,8341 Brier Creek Pky,,RALEIGH,NC,27617,(919) 405-7100,2003/07/25 04:00:00+00,Restaurant,2168,-78.78491152,35.90773733,M
3140464,04092160042,Cary Health & Rehab Food Service,6590 Tryon Rd ,,CARY,NC,27511,(919) 851-8000,2003/06/13 04:00:00+00,Institutional Food Service,2181,-78.76593642,35.74356976,M
3140465,04092012858,Wang's Kitchen,3416 POOLE RD ,,RALEIGH,NC,27610-2918,(919) 250-0902,1999/01/19 05:00:00+00,Restaurant,2183,-78.57953261,35.76724571,M
3140466,04092011977,Honeybaked Ham Company,423 CROSSROADS BLVD ,,CARY,NC,27511-6896,(919) 854-1222,1996/11/22 05:00:00+00,Restaurant,2191,-78.73871452,35.76064286,M
3140467,04092011046,CHILIS BAR AND GRILL,6324 GLENWOOD AVE ,,RALEIGH,NC,27612-2618,(919) 571-3600,1992/06/05 04:00:00+00,Restaurant,2258,-78.70465597,35.85833528,M
3140468,04092110092,West Lake Middle Sch. Cafeteria,4600 W LAKE RD,YEAR ROUND,APEX,NC,27539-7657,(919) 662-2917,1992/07/01 04:00:00+00,Public School Lunchrooms,2273,-78.76185019,35.66034209,M
3140469,04092011132,Bojangles,1400 N Main ST ,,FUQUAY VARINA,NC,27526-8901,(919) 557-0749,1992/08/10 04:00:00+00,Restaurant,2295,-78.77334916,35.59221914,M
3140470,04092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,,RALEIGH,NC,27613-1641,(919) 846-3848,1992/08/10 04:00:00+00,Restaurant,2298,-78.67923706,35.88824127,M
3140471,04092110089,Creech Road Elem. Cafeteria,450 CREECH RD ,,GARNER,NC,27529-2908,(919) 662-2359 ext. 25081,1992/09/10 04:00:00+00,Public School Lunchrooms,2321,-78.59989277,35.71498507,M
3140472,04092020813,Papa Johns Pizza #1625,6510 GLENWOOD AVE ,,RALEIGH,NC,27612-7156,(919) 786-9900,1997/07/27 04:00:00+00,Food Stand,2377,-78.70609774,35.86074545,M
3140473,04092020817,"Lowes Foods # 162 Meat, Seafood, and Sausages",6430 TRYON RD ,,CARY,NC,27511-7050,(919) 859-9335,1997/09/11 04:00:00+00,Food Stand,2392,-78.7615544,35.74559939,M
3140474,04092011179,RED DRAGON CHINESE RESTAURANT,2513 FAIRVIEW RD,,RALEIGH,NC,27608,(919) 782-1102,1992/10/08 04:00:00+00,Restaurant,2353,-78.65459822,35.80920825,M
3140475,04092020819,Papa John's Pizza #1406,109 Vandora Springs RD ,,GARNER,NC,27529,(919) 661-0707,1997/10/31 04:00:00+00,Food Stand,2397,-78.62029775,35.71171636,M
3140476,04092020857,Sam's Club #6570 Deli,3001 Calvary DR ,,RALEIGH,NC,27604-2801,(919) 874-0112,1998/12/18 05:00:00+00,Food Stand,2400,-78.58500406,35.84648464,M
3140477,04092160041,Rex Nursing Care Of Apex Food Service,911 S Hughes St ,,APEX,NC,27502,(919) 363-6011,2003/06/17 04:00:00+00,Institutional Food Service,2407,-78.84777032,35.71882243,M
3140478,04092013864,Moe's Southwest Grill,6679 Falls Of Neuse RD ,,RALEIGH,NC,27615,(919) 846-9274,2003/07/29 04:00:00+00,Restaurant,2425,-78.62444941,35.87396756,M
3140479,04092110136,Fuquay Varina Middle Sch. Cafet.,109 N Ennis St ,,FUQUAY VARINA,NC,27526,(919) 557-2727 ext. 24113,1986/04/30 04:00:00+00,Public School Lunchrooms,2434,-78.79386952,35.58581803,M
3140480,04092013857,KFC/Taco Bell Of Zebulon,161 Wakelon Dr,,ZEBULON,NC,27597,(919) 404-1701,2003/07/18 04:00:00+00,Restaurant,2420,-78.31620174,35.83320735,M
3140481,04092110135,Myrtle Underwood Elem.Sch.Cafeteria,1614 Glenwood Ave,,RALEIGH,NC,27608,(919) 856-7663 ext. 21070,2003/08/04 04:00:00+00,Public School Lunchrooms,2435,-78.64518233,35.80234767,M
3140482,04092013869,The Cheesecake Factory,4325 Glenwood Ave ,Suite 2086,RALEIGH,NC,27612,(919) 781-0050,2003/08/08 04:00:00+00,Restaurant,2437,-78.68184484,35.84183815,T
3140483,04092110138,Cary Elementary Cafeteria,400 Kildaire Farm Rd ,,CARY,NC,27511,(919) 460-3455 ext. 26759,2003/08/07 04:00:00+00,Public School Lunchrooms,2438,-78.78171142,35.78101554,M
3140484,04092013873,Bella Italia Ristorante,10630 Durant Rd ,Suite 101,RALEIGH,NC,27614,(919) 676-0076,2003/08/06 04:00:00+00,Restaurant,2443,-78.59244794,35.90621752,M
3140485,04092110143,Cedar Fork Elementary Cafeteria,1050 Town Hall Dr,,MORRISVILE,NC,27560,(919) 388-5240 ext. 26727,2004/03/15 04:00:00+00,Public School Lunchrooms,2459,-78.83948305,35.83720152,M
3140486,04092014001,Logan's Roadhouse,1000 Timber DR E ,,GARNER,NC,27529,(919) 329-9340,2004/03/05 05:00:00+00,Restaurant,2464,-78.58103206,35.68893829,M
3140487,04092050025,North Raleigh Christian Academy School Lunchroom,7300 Perry Creek Rd,,RALEIGH,NC,27616,(919) 573-7900,2004/03/11 05:00:00+00,Private School Lunchrooms,2468,-78.54259351,35.88061452,M
3140488,04092014002,OUTBACK STEAKHOUSE #3467,845 US 70 HWY W ,,GARNER,NC,27529,(919) 329-9211,2004/03/04 05:00:00+00,Restaurant,2469,-78.62906799,35.71289184,M
3140489,04092050024,Chesterbrook Academy #1122 Foodservice,10200 Strickland Rd ,,RALEIGH,NC,27615,(919) 847-3120,2004/03/05 05:00:00+00,Private School Lunchrooms,2470,-78.66578474,35.90337741,M
3140490,04092011923,Pauls Cash Grocery &Services,7301 POOLE RD,,RALEIGH,NC,27610-9366,(919) 266-2624,1996/08/28 04:00:00+00,Restaurant,2519,-78.51574585,35.75588881,M
3140491,04092011895,Fiesta Mexicana,2839 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-1303,1996/07/03 04:00:00+00,Restaurant,2521,-78.73773412,35.74361197,M
3140492,04092014006,Subway #28785,10450-101 Durant Rd,,RALEIGH,NC,27614,(919) 844-1207,2004/03/25 04:00:00+00,Restaurant,2476,-78.58917492,35.90487993,M
3140493,04092011929,Las Margaritas,111 S WHITE ST,,WAKE FOREST,NC,27587-2739,(919) 556-8319,1996/09/13 04:00:00+00,Restaurant,2528,-78.50924596,35.9788861,M
3140494,04092011740,Burger King #9246,3500 POOLE RD ,,RALEIGH,NC,27610-2904,(919) 231-3008,1995/10/03 04:00:00+00,Restaurant,2571,-78.57714053,35.76737546,M
3140495,04092012179,Chick-fil-A #00678,2720 TIMBER DR ,,GARNER,NC,27529-2591,(919) 661-2448,1998/01/07 05:00:00+00,Restaurant,2592,-78.63762972,35.71712692,M
3140496,04092020818,Han-Dee Hugo's #60,2581 GORMAN ST ,,RALEIGH,NC,27606-4673,(919) 859-5272,1997/11/04 05:00:00+00,Food Stand,2593,-78.69957038,35.7568828,M
3140497,04092012149,New Panda Chinese Restaurant,2660 TIMBER DR ,,GARNER,NC,27529-2571,(919) 661-8393,1997/10/27 04:00:00+00,Restaurant,2595,-78.63679241,35.71604965,M
3140498,04092011235,Olive Garden,4805 Capital Blvd,,RALEIGH,NC,27616-4483,(919) 954-8557,1993/03/09 05:00:00+00,Restaurant,2622,-78.58156068,35.85089434,M
3140499,04092011381,McDonald's #7618,1567 Us 70 Hwy E,,GARNER,NC,27529,(919) 772-9496,1993/09/01 04:00:00+00,Restaurant,2540,-78.55377531,35.68895612,M
3140500,04092011108,Margauxs,8111 CREEDMOOR RD ,,RALEIGH,NC,27613-4389,(919) 846-9846,1993/03/18 04:00:00+00,Restaurant,2639,-78.68248786,35.89850336,M
3140501,04092011279,Ole Time Barbecue,6309 Hillsborough ST ,,RALEIGH,NC,27606-1148,(919) 859-2544,1993/05/11 04:00:00+00,Restaurant,2689,-78.73877091,35.78732806,M
3140502,04092011321,AMF South Hills Snack Bar,301 NOTTINGHAM DR,,CARY,NC,27511-4947,(919) 467-2411,1993/07/30 04:00:00+00,Restaurant,2739,-78.74288458,35.76720276,M
3140503,04092011309,Goodberry's Creamery,1407 Garner Station Blv,,RALEIGH,NC,27603,(919) 772-0205,1993/06/22 04:00:00+00,Restaurant,2720,-78.65163223,35.72484349,M
3140504,04092011314,Revenue Bldg. Cafeteria,305 N Wilmington St ,,RALEIGH,NC,27601,,1993/07/15 04:00:00+00,Restaurant,2731,-78.63797158,35.78415378,M
3140505,04092300027,Sam's Club #8223 Meat Market,2537 S SAUNDERS ST ,,RALEIGH,NC,27603-2843,(919) 839-1700,1992/08/06 04:00:00+00,Meat Market,2747,-78.64662127,35.75036941,M
3140506,04092020555,Fast Food Mart,2285 New Hope Church Rd,,RALEIGH,NC,27604-1662,(919) 876-1666,1993/08/25 04:00:00+00,Food Stand,2755,-78.59952341,35.83532643,M
3140507,04092011334,Chick-fil-A,6612 GLENWOOD AVE ,,RALEIGH,NC,27612-7128,(919) 571-8480,1993/08/25 04:00:00+00,Restaurant,2760,-78.70866184,35.8610412,M
3140508,04092110094,Leesville High School Cafeteria,8409 Leesville Rd ,,RALEIGH,NC,27613,(919) 870-4250 ext. 24541,1993/08/31 04:00:00+00,Public School Lunchrooms,2766,-78.71776597,35.88906793,M
3140509,04092011339,AMF Snack Bar and Lounge,5501 COMMERCIAL AVE ,,RALEIGH,NC,27612-7002,,1993/09/01 04:00:00+00,Restaurant,2773,-78.70934766,35.85721165,M
3140510,04092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993/11/10 05:00:00+00,Private School Lunchrooms,2814,-78.63135227,35.88450956,M
3140511,04092011394,McDonald's # 13334,6213 FALLS OF NEUSE RD ,,RALEIGH,NC,27609-3505,(919) 878-0085,1993/11/29 05:00:00+00,Restaurant,2820,-78.62123228,35.8674499,M
3140512,04092110112,Lufkin Middle School Cafeteria,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998/09/14 04:00:00+00,Public School Lunchrooms,2853,-78.83012663,35.71965767,M
3140513,04092011399,Bojangles,1209 Laura Village  RD ,,APEX,NC,27523-7140,(919) 362-1416,1993/12/02 05:00:00+00,Restaurant,2825,-78.83663534,35.74916947,M
3140514,04092050015,Cary Academy Cafeteria,1500 N HARRISON AVE ,,CARY,NC,27513-5549,(919) 228-4696,1997/09/15 04:00:00+00,Private School Lunchrooms,2857,-78.76821342,35.81996762,M
3140515,04092020878,Han-Dee Hugo's #62,10550 DURANT RD ,,RALEIGH,NC,27614-9478,(919) 518-2474,1999/05/21 04:00:00+00,Food Stand,2876,-78.59030503,35.90565755,M
3140516,04092020898,Bayleaf Convenience,10701 SIX FORKS RD,,RALEIGH,NC,27614-9570,(919) 847-7075,1999/08/24 04:00:00+00,Food Stand,2892,-78.64904636,35.92875186,M
3140517,04092020904,Variety Pickup Food Stand-Hwy 97,2727 Nc 97 Hwy ,,WENDELL,NC,27591,(919) 365-7419,1999/09/28 04:00:00+00,Food Stand,2898,-78.38095557,35.81489293,M
3140518,04092020870,Papa John's Pizza,9611 Strickland Rd ,,RALEIGH,NC,27615,(919) 676-7272,1999/04/07 04:00:00+00,Food Stand,2946,-78.6561631,35.90108866,M
3140519,04092012029,Wake Technical Community College Rest.,9101 FAYETTEVILLE RD,,RALEIGH,NC,27603-5655,(919) 662-3417,1997/04/02 04:00:00+00,Restaurant,2958,-78.703875,35.65085574,M
3140520,04092012037,Woody's Sports Tavern & Grill,8322 CHAPEL HILL RD,,CARY,NC,27513-4051,(919) 380-7737,1997/03/24 04:00:00+00,Restaurant,2972,-78.77617181,35.79224815,M
3140521,04092012065,Mayflower Seafood Restaurant,3301 Capital BLVD ,,RALEIGH,NC,27604-3339,(919) 875-9007,1997/04/30 04:00:00+00,Restaurant,2977,-78.58813581,35.82461176,M
3140522,04092012051,La Rancherita,102 N SALEM ST ,,APEX,NC,27502-1428,(919) 303-2448,1997/05/06 04:00:00+00,Restaurant,2982,-78.85126459,35.73076866,M
3140523,04092020789,Domino's Pizza,4237-103 Louisburg RD ,,RALEIGH,NC,27604-4348,(919) 872-7222,1997/08/01 04:00:00+00,Food Stand,2933,-78.57731584,35.8413784,M
3140524,04092020869,Domino's Pizza # 7487,1121 -104 Falls River Ave ,,RALEIGH,NC,27614,(919) 870-1155,1999/03/29 04:00:00+00,Food Stand,2940,-78.58829014,35.90616936,M
3140525,04092012980,The Sports Page Bar & Grill,835 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545-7717,(919) 266-3130,1999/07/20 04:00:00+00,Restaurant,2994,-78.48796476,35.79576936,M
3140526,04092012990,Great Wok,2823 WENDELL BLVD ,,WENDELL,NC,27591-6904,(919) 365-6988,1999/07/29 04:00:00+00,Restaurant,3002,-78.38037181,35.79568777,M
3140527,04092012996,Glenaire Dining Services,4000 Glenaire Circle ,,CARY,NC,27511-3802,(919) 460-8095,1999/08/19 04:00:00+00,Restaurant,3008,-78.78515931,35.77628348,M
3140528,04092013006,Bojangles,2620 Atlantic Ave,,RALEIGH,NC,27604-1502,(919) 546-9701,1999/09/08 04:00:00+00,Restaurant,3017,-78.61499718,35.81836916,M
3140529,04092110152,East Cary Middle Sch. Cafeteria,1111 SE Maynard RD,,CARY,NC,27511,(919) 466-4377 ext. 27308,2004/08/09 04:00:00+00,Public School Lunchrooms,3023,-78.76566478,35.78081306,M
3140530,04092014126,Ruth's Chris Steakhouse,2010 Rennaisance Park PL ,,CARY,NC,27513,(919) 677-0033,2004/08/17 04:00:00+00,Restaurant,3027,-78.77115656,35.82699882,M
3140531,04092014123,New Wangs Kitchen,712 Laura Duncan RD ,,APEX,NC,27502,(919) 363-8030,2004/08/27 04:00:00+00,Restaurant,3030,-78.84201223,35.73509961,M
3140532,04092011426,"Atrium Cafe, The","500 SAS Campus Dr,  Bldg R ",Building R,CARY,NC,27513,(919) 531-9380,1994/01/28 05:00:00+00,Restaurant,3051,-78.75797326,35.82399374,M
3140533,04092110095,MT. VERNON SCHOOL CAFETERIA,5418 CHAPEL HILL RD ,,RALEIGH,NC,27607-5139,(919) 233-4313 ext. 27071,1994/01/31 05:00:00+00,Public School Lunchrooms,3054,-78.71947483,35.79092115,M
3140534,04092011463,Philly Steak And Subs,4701 ATLANTIC AVE,,RALEIGH,NC,27604-8108,(919) 878-5748,1994/03/18 04:00:00+00,Restaurant,3103,-78.60292943,35.84801871,M
3140535,04092011428,NC Seafood Restaurant,1217 Farmers Market DR ,,RALEIGH,NC,27603,(919) 833-4661,1994/01/31 05:00:00+00,Restaurant,3053,-78.66407175,35.76385546,M
3140536,04092011465,Burger King #223,349 TRYON RD ,,RALEIGH,NC,27603-3529,(919) 772-5255,1994/03/22 04:00:00+00,Restaurant,3105,-78.65042032,35.73082159,M
3140537,04092012848,Taco Bell #020165,2101 WALNUT ST,,CARY,NC,27511-9207,(919) 852-0680,1998/12/15 05:00:00+00,Restaurant,3143,-78.74089813,35.75662681,M
3140538,04092020610,Harris Teeter #26 Produce ,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994/05/25 04:00:00+00,Food Stand,3178,-78.67810799,35.88786085,M
3140539,04092020612,Harris Teeter #26 Deli,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994/05/24 04:00:00+00,Food Stand,3179,-78.67810799,35.88786085,M
3140540,04092011497,Barnes And Noble Cafe,4325 GLENWOOD AVE,,RALEIGH,NC,27612-4532,(919) 782-0030,1994/06/03 04:00:00+00,Restaurant,3182,-78.68184484,35.84183815,T
3140541,04092011771,Barnes And Noble,760 SE Maynard Road ,,CARY,NC,27511,(919) 467-3866,1995/11/20 05:00:00+00,Restaurant,3219,-78.76212909,35.76995678,M
3140542,04092020848,Domino's,9825-E Chapel Hill Road ,,MORRISVILLE,NC,27560,(919) 319-7000,1998/09/17 04:00:00+00,Food Stand,3131,-78.81682593,35.81118245,M
3140543,04092011773,Cup A Joe,2109 AVENT FERRY RD,Suite 142,RALEIGH,NC,27606-2137,(919) 828-9886,1995/11/03 04:00:00+00,Restaurant,3221,-78.67605091,35.77835817,M
3140544,04092011770,Baja Burrito,2109 AVENT FERRY RD ,Suite 108,RALEIGH,NC,27606-2198,(919) 834-3431,1995/11/07 05:00:00+00,Restaurant,3231,-78.67605091,35.77835817,M
3140545,04092300067,Pauls Cash Grocery Meat Market,7301 POOLE RD ,,RALEIGH,NC,27610-9366,(919) 266-2624,1991/08/26 04:00:00+00,Meat Market,3255,-78.51574585,35.75588881,M
3140546,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,NC,27612-2580,(919) 783-1883,1997/06/09 04:00:00+00,Restaurant,3288,-78.7119967,35.8587201,M
3140547,04092012063,Whole Foods Market Cafe,3540 WADE AVE ,,RALEIGH,NC,27607-4048,(919) 828-5805,1997/06/19 04:00:00+00,Restaurant,3289,-78.68558086,35.80212022,M
3140548,04092300113,Whole Foods Market Meat Market,3540 WADE AVE ,,RALEIGH,NC,27607-4048,(919) 828-5805,1997/06/19 04:00:00+00,Meat Market,3290,-78.68558086,35.80212022,M
3140549,04092012855,Buffaloe Lanes - Cary,151 HIGH HOUSE RD ,,CARY,NC,27511-6715,(919) 468-8684,1998/12/31 05:00:00+00,Restaurant,3333,-78.79635288,35.78232583,M
3140550,04092011781,"Zest, Inc",8831 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 848-4792,1995/11/30 05:00:00+00,Restaurant,3237,-78.65190007,35.9001152,M
3140551,04092012102,CARRABBA'S ITALIAN GRILL #3420,4821 CAPITAL BLVD ,,RALEIGH,NC,27616-4483,(919) 871-0001,1997/08/18 04:00:00+00,Restaurant,3338,-78.58143515,35.8525397,M
3140552,04092012219,Thai Villa Restaurant,1319 BUCK JONES RD ,,RALEIGH,NC,27606-3328,(919) 462-9010,1998/04/13 04:00:00+00,Restaurant,3350,-78.74231056,35.76486034,M
3140553,04092300060,Harris Teeter #69 Meat Market,3201-123 EDWARDS MILL RD,,RALEIGH,NC,27612-5385,(919) 781-8776,1991/08/26 04:00:00+00,Meat Market,3248,-78.70556784,35.82545067,M
3140554,04092014152,Starbucks #2970,10760 Wakefield Commons DR ,Ste 109,RALEIGH,NC,27614,(919) 453-1010,2004/10/08 04:00:00+00,Restaurant,3364,-78.5408878,35.94279833,M
3140555,04092013632,River Ridge Golf Club,3224 Auburn-Knightdale Rd RD ,,RALEIGH,NC,27610,(919) 661-8374,2002/07/11 04:00:00+00,Restaurant,3397,-78.52542842,35.7282959,M
3140556,04092014155,Subway #30454,7850-100 Alexander Promenade PL ,,RALEIGH,NC,27617,(919) 608-0919,2004/10/12 04:00:00+00,Restaurant,3373,-78.7803264,35.91259169,M
3140557,04092013453,Goji Bistro,100 Maynard Crossing Ct,,CARY,NC,27513,(919) 466-8888,2001/12/03 05:00:00+00,Restaurant,3413,-78.81059568,35.78672957,M
3140558,04092013454,Torero's Restaurant,4721 Atlantic Ave,# 101,RALEIGH,NC,27604,(919) 873-9116,2001/11/20 05:00:00+00,Restaurant,3415,-78.60292943,35.84801871,M
3140559,04092013458,McDonald's,10100 LEESVILLE RD ,,RALEIGH,NC,27613-7541,(919) 841-9282,2001/11/21 05:00:00+00,Restaurant,3421,-78.72754368,35.90927982,M
3140560,04092013465,No Fo At The Pig,2014 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 821-1240,2001/12/11 05:00:00+00,Restaurant,3431,-78.64689531,35.80508846,M
3140561,04092013475,Bojangles # 29,12109 Cloverleaf Dr,,WAKE FOREST,NC,27587-6516,(919) 554-2243,2001/12/14 05:00:00+00,Restaurant,3435,-78.54093466,35.97688776,M
3140562,04092013479,Subway,160 Wakelon St ,,ZEBULON,NC,27597,(919) 269-9293,2001/12/04 05:00:00+00,Restaurant,3437,-78.31858381,35.83228812,M
3140563,04092021107,PNC SUITES KITCHEN,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,2001/12/14 05:00:00+00,Food Stand,3450,-78.7229363,35.8032419,M
3140564,04092013482,The Piper's Tavern,8304 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3416,(919) 676-7413,2002/01/02 05:00:00+00,Restaurant,3454,-78.61981562,35.89456739,M
3140565,04092013481,McDonald's #26522,5016-101 Spring Forest Rd,,RALEIGH,NC,27616,(919) 954-8880,2001/12/20 05:00:00+00,Restaurant,3438,-78.5565922,35.85595905,M
3140566,04092013499,Mellow Mushroom,601 W PEACE ST ,,RALEIGH,NC,27605-1519,(919) 832-3499,2002/01/28 05:00:00+00,Restaurant,3469,-78.64756602,35.78827176,M
3140567,04092013500,Lucky 32,7307 TRYON RD ,,CARY,NC,27511-6603,(919) 233-1632,2002/01/24 05:00:00+00,Restaurant,3470,-78.78538599,35.73639972,M
3140568,04092021108,Lowes Foods #184 Meat/Seafood,5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Food Stand,3479,-78.86537597,35.73683859,M
3140569,04092013502,Lowes Foods #184 (Deli),5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Restaurant,3480,-78.86537597,35.73683859,M
3140570,04092021109,Lowes Foods #184 Produce,5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Food Stand,3481,-78.86537597,35.73683859,M
3140571,04092013504,Serendipity Gourmet Deli,118 S ACADEMY ST,,CARY,NC,27511-3302,(919) 469-1655,2002/01/24 05:00:00+00,Restaurant,3487,-78.78150853,35.78674767,M
3140572,04092013505,Subway,2444 SW CARY PKY ,,CARY,NC,27513,(919) 467-3898,2002/01/25 05:00:00+00,Restaurant,3489,-78.82085718,35.76363975,M
3140573,04092013513,Mitchells Catering,1732 Capital BLVD ,,RALEIGH,NC,27604-1362,(919) 847-0135,2002/01/24 05:00:00+00,Restaurant,3504,-78.61946829,35.80200303,M
3140574,04092013487,Starbucks,3023-101 Capital ,,RALEIGH,NC,27604,(919) 875-8760,2002/01/11 05:00:00+00,Restaurant,3458,-78.59167505,35.82103718,M
